SL NO,NEWSPAPER NAME,LANGUAGE,PERIODICITY,PUBLICATION CITY,2017-2018,2018-2019,2019-2020
2275.0,DABANG DUNIYA,HINDI,DAILY(M),INDORE,"7,500,289","4,844,937","1,684,944"
2276.0,DABANG DUNIYA 2,HINDI,DAILY(E),INDORE,0,0,"17,260"
2277.0,DAINIK BHASKAR,HINDI,DAILY(M),INDORE,"12,440,955","6,589,097","2,870,081"
2278.0,DOPAHAR,HINDI,DAILY(E),INDORE,"87,116","122,470","9,413"
2279.0,ESTATE EXPRESS,HINDI,DAILY(M),INDORE,"152,471","22,748","6,143"
2280.0,FREE PRESS,ENGLISH,DAILY(M),INDORE,"1,766,204","953,469","548,937"
2281.0,GLOBAL HERALD,HINDI,DAILY(M),INDORE,"176,630","1,073,035","34,808"
2282.0,GRAM DEEP,HINDI,MONTHLY,INDORE,0,"5,433",0
2283.0,GRAM SANSKRUTI,HINDI,MONTHLY,INDORE,"56,342","81,781","14,527"
2284.0,HELLO HINDUSTAN,HINDI,DAILY(E),INDORE,0,0,"9,413"
2285.0,INDEPENDENT MAIL,HINDI,DAILY(M),INDORE,0,"49,789","4,541"
2286.0,INDORE BHRAMAN,HINDI,WEEKLY,INDORE,0,0,"3,507"
2287.0,INDORE SAMACHAR,HINDI,DAILY(M),INDORE,"797,560","837,928","226,106"
2288.0,JANAMAT NAZAR,HINDI,WEEKLY,INDORE,0,"7,786","4,865"
2289.0,JANUDAN,HINDI,MONTHLY,INDORE,0,0,"5,189"
2290.0,KRANTI KATHAN,HINDI,WEEKLY,INDORE,0,0,"4,865"
2291.0,KRASHI OMKAR,HINDI,MONTHLY,INDORE,"17,097",0,0
2292.0,MALAV SUCHANA,HINDI,WEEKLY,INDORE,0,"7,786","4,865"
2293.0,NAI DUNIYA,HINDI,DAILY(M),INDORE,"23,646,245","10,856,428","5,591,444"
2294.0,NAV BHARAT,HINDI,DAILY(M),INDORE,0,"727,795","820,879"
2295.0,NEWS TODAY,HINDI,DAILY(E),INDORE,"32,771","52,976","9,413"
2296.0,NIRNAYAK,HINDI,DAILY(M),INDORE,"283,141","121,698","6,143"
2297.0,PARIVARIK DASTAK,HINDI,DAILY(M),INDORE,"37,710","30,092","23,344"
2298.0,PATRIKA,HINDI,DAILY(M),INDORE,"15,949,295","7,539,746","3,026,441"
2299.0,PEOPLES SAMACHAR,HINDI,DAILY(M),INDORE,"4,434,566","2,124,430","224,155"
2300.0,PORWAL VANI,HINDI,MONTHLY,INDORE,0,0,"3,834"
2301.0,PRABHAT KIRAN,HINDI,DAILY(E),INDORE,"2,997,019","1,879,136","632,618"
2302.0,PRABHAT SANDESH,HINDI,DAILY(M),INDORE,0,"20,783","6,143"
2303.0,PRADESH TODAY,HINDI,DAILY(E),INDORE,"3,958,069","946,964","473,829"
2304.0,PRASARAN,HINDI,DAILY(E),INDORE,"686,366","114,988","8,853"
2305.0,RAJ EXPRESS,HINDI,DAILY(M),INDORE,"11,258,894","7,014,958","3,342,328"
2307.0,RASHTRIYA HINDI MAIL,HINDI,DAILY(M),INDORE,"422,154","86,571","59,905"
2308.0,SANDHYA DAINIK 6 PM,HINDI,DAILY(E),INDORE,"230,714","560,374","205,941"
2309.0,SETU SANKALP,HINDI,DAILY(M),INDORE,"22,179","20,783","6,143"
2310.0,SHIV PRABHA GANESH,HINDI,MONTHLY,INDORE,0,"12,506","6,514"
2311.0,SINSHIT KHETI,HINDI,WEEKLY,INDORE,0,"7,786",0
2312.0,SUBAH SAVERE,HINDI,DAILY(M),INDORE,"82,499","189,257","51,936"
2313.0,SWADESH INDORE,HINDI,DAILY(M),INDORE,"374,220","1,044,803","538,418"
2314.0,THE TIMES OF INDIA,ENGLISH,DAILY(M),INDORE,"872,748","1,378,675","453,174"
2315.0,THE WEEKLY SPUTNIK,HINDI,WEEKLY,INDORE,0,"10,348",0
2316.0,VINAY UJALA,HINDI,DAILY(M),INDORE,0,"79,207","9,413"
2317.0,YUG PRABHAT,HINDI,WEEKLY,INDORE,0,0,"27,565"
2318.0,AGNIBAN,HINDI,DAILY(E),JABALPUR,"272,570","326,762","43,812"
2319.0,AGRADOOT,HINDI,DAILY(E),JABALPUR,"42,138","32,016","6,143"
2320.0,BHIND NIGHT,HINDI,DAILY(E),JABALPUR,"2,034,547","394,766","89,777"
2321.0,CITY TODAY JABALPUR,HINDI,DAILY(M),JABALPUR,0,"9,413","17,165"
2322.0,DABANG DUNIYA,HINDI,DAILY(M),JABALPUR,"4,864,176","1,450,843","268,603"
2323.0,DAINIK BHASKAR,HINDI,DAILY(M),JABALPUR,"20,000,333","9,845,286","6,504,539"
2324.0,DESH BANDHU,HINDI,DAILY(M),JABALPUR,"670,031","1,203,957","415,221"
2325.0,DOST SAVDHAN,HINDI,DAILY(M),JABALPUR,0,"23,673","6,143"
2326.0,HARI BHOOMI,HINDI,DAILY(M),JABALPUR,"2,807,615","3,975,468","1,533,708"
2327.0,INDEPENDENT MAIL,HINDI,DAILY(M),JABALPUR,0,"14,825","4,541"
2328.0,JABALPUR EXPRESS,HINDI,DAILY(M),JABALPUR,"1,004,170","1,371,250","538,377"
2329.0,JABALPUR JANPAKSH,HINDI,DAILY(M),JABALPUR,"455,500","828,867","233,809"
2330.0,JAYLOK,HINDI,DAILY(E),JABALPUR,"311,296","529,792","169,711"
2331.0,KARTIK MAIL,HINDI,DAILY(M),JABALPUR,"1,798,256","894,063","85,016"
2332.0,KSHITIJ KIRAN,HINDI,DAILY(M),JABALPUR,"46,877","87,690","28,322"
2333.0,MADHYA P.HINDI EXPRESS,HINDI,DAILY(E),JABALPUR,0,"56,625",0
2334.0,MADHYA PRADESHJANSANDESH,HINDI,DAILY(M),JABALPUR,"336,126","67,231","24,178"
2335.0,NAIDUNIA,HINDI,DAILY(M),JABALPUR,"1,081,369","1,735,511","465,349"
2336.0,NAV BHARAT,HINDI,DAILY(M),JABALPUR,"7,764,346","3,043,306","452,734"
2337.0,PATRIKA,HINDI,DAILY(M),JABALPUR,"3,610,396","1,904,309","1,862,681"
2338.0,PEOPLES SAMACHAR,HINDI,DAILY(M),JABALPUR,"349,273","356,716","105,970"
2339.0,PICHHADA WARG SAMACHAR,HINDI,WEEKLY,JABALPUR,0,"10,348","6,467"
2340.0,PRADESH TODAY,HINDI,DAILY(E),JABALPUR,"4,034,801","2,756,371","818,379"
2341.0,RAJ EXPRESS JABALPUR,HINDI,DAILY(M),JABALPUR,"7,278,458","2,205,630","1,196,948"
2342.0,SWADESH,HINDI,DAILY(M),JABALPUR,"457,194","1,361,599","476,418"
2343.0,SWATANTRA MAT,HINDI,DAILY(M),JABALPUR,"213,619",0,"4,541"
2344.0,THE HITAVADA,ENGLISH,DAILY(M),JABALPUR,"362,889","603,995","202,920"
2345.0,VINDHYA BHARAT,HINDI,DAILY(M),JABALPUR,"328,990","434,475","62,901"
2346.0,YASH BHARAT,HINDI,DAILY(E),JABALPUR,"151,181","76,055","7,796"
2347.0,YOUNG BLOOD,HINDI,DAILY(E),JABALPUR,0,"31,856","9,413"
2348.0,CHAITANYA LOK,HINDI,DAILY(M),JHABUA,"694,869","146,298","60,799"
2349.0,DAINIK BHARTI,HINDI,DAILY(M),KATNI,0,0,"13,623"
2350.0,DAINIK MADHYA PRADESH,HINDI,DAILY(M),KATNI,0,"27,298","4,541"
2351.0,EXPRESS NEWS,HINDI,DAILY(E),KATNI,0,"373,123","70,432"
2352.0,PRADESH TODAY,HINDI,DAILY(E),KATNI,"694,436","1,152,511","361,418"
2353.0,YASH BHARAT,HINDI,DAILY(E),KATNI,"119,744","175,412","69,351"
2354.0,DAINIK BHASKAR,HINDI,DAILY(M),KHANDWA,"351,589","692,567","413,715"
2355.0,SWADESH,HINDI,DAILY(M),KHANDWA,"1,074,319","763,266","160,804"
2356.0,BHIND NIGHT,HINDI,DAILY(M),MANDLA,"741,803","1,033,989","217,641"
2357.0,JAILOK,HINDI,DAILY(E),MANDLA,"1,633,200","1,115,215","197,976"
2358.0,DASHPUR DARSHAN,HINDI,DAILY(M),MANDSAUR,"52,740","30,716","6,143"
2359.0,DASHPUR EXPRESS,HINDI,DAILY(M),MANDSAUR,"264,830",0,0
2360.0,DHWAJ,HINDI,DAILY(M),MANDSAUR,"434,738","244,481","131,071"
2361.0,GURU EXPRESS,HINDI,DAILY(M),MANDSAUR,"27,218","30,716","6,143"
2362.0,JAN SARANGI,HINDI,DAILY(M),MANDSAUR,"132,395","36,389","6,143"
2363.0,KIRTIMAN,HINDI,DAILY(M),MANDSAUR,"53,055","36,383","36,874"
2364.0,MALAV ALANKARAN,HINDI,DAILY(M),MANDSAUR,"13,068","16,828","6,143"
2365.0,YATINDRA TIMES,HINDI,WEEKLY,MANDSAUR,0,"7,786","4,865"
2366.0,AJAY BHARAT,HINDI,DAILY(M),MORENA,"371,273","808,600","349,512"
2367.0,BHARTIYA MANAVTA,HINDI,DAILY(M),MORENA,"44,918",0,0
2368.0,CHAMBAL KIRTI,HINDI,WEEKLY,MORENA,0,"5,174",0
2369.0,CHAMBAL SURKHI,HINDI,DAILY(M),MORENA,"299,927","736,765","244,940"
2371.0,HINDUSTAN EXPRESS,HINDI,DAILY(M),MORENA,"156,515","408,219","374,318"
2372.0,JAN SHIKHAR,HINDI,WEEKLY,MORENA,0,"6,496","6,467"
2373.0,MADHYA JANDARSHAN,HINDI,DAILY(E),MORENA,"141,249","629,738","338,529"
2374.0,MADHYARAJYA,HINDI,DAILY(M),MORENA,"327,183","765,056","456,487"
2375.0,OM SHANTI SARKAR,HINDI,WEEKLY,MORENA,0,"12,992","6,467"
2376.0,SAMAY KAVACH,HINDI,WEEKLY,MORENA,0,"18,694","8,120"
2377.0,SANDHYA PAHAL,HINDI,DAILY(E),MORENA,0,"59,009","40,545"
2378.0,SHEOPUR EXPRESS,HINDI,DAILY(M),MORENA,"144,645","90,683","8,351"
2379.0,SHEOPUR EXPRESS,HINDI,WEEKLY,MORENA,0,"7,789",0
2380.0,UDAY DESH,HINDI,DAILY(E),MORENA,"31,032","25,599","6,143"
2381.0,VRAJ SANDHYA,HINDI,DAILY(E),MORENA,"53,912","20,783","6,143"
2382.0,AMRIT KUMBH SHUBHPRABHAT,HINDI,DAILY(M),NEEMUCH,"18,873",0,"3,183"
2383.0,DASHPUR EXPRESS,HINDI,DAILY(M),NEEMUCH,"195,664","828,433","161,128"
2384.0,MALAV DARSHAN,HINDI,DAILY(M),NEEMUCH,"164,163","262,043","28,502"
2385.0,MALWA TODAY,HINDI,DAILY(M),NEEMUCH,"230,377","236,273",0
2386.0,NAI VIDHA,HINDI,DAILY(M),NEEMUCH,"79,108",0,0
2387.0,CHHATARPUR BHRAMAN,HINDI,DAILY(M),PANNA,"70,120","23,060","24,241"
2388.0,FAULADI KALAM,HINDI,DAILY(M),PANNA,"73,108","191,489","39,152"
2389.0,PRACHAND SHAKTI,HINDI,DAILY(M),PANNA,"51,374","223,718","11,259"
2390.0,SHUBH BHARAT,HINDI,DAILY(M),PANNA,"161,758","151,891","18,069"
2391.0,AMRIT DARSHAN,HINDI,DAILY(M),RAISEN,"222,319","113,008","75,720"
2392.0,JAGEER TIMES,HINDI,DAILY(M),RAISEN,"375,014","283,476","32,159"
2393.0,SAHI KHABAR,HINDI,DAILY(M),RAISEN,0,0,"6,143"
2394.0,SANCHI PARIKRAMA,HINDI,DAILY(M),RAISEN,"19,342","17,496",0
2395.0,PHIR SWARAJ,HINDI,DAILY(M),RAJGARH,"21,705","252,712","121,009"
2396.0,PRADESH TIMES,HINDI,DAILY(M),RAJGARH,0,"60,624","16,766"
2397.0,DABANG DUNIYA,HINDI,DAILY(M),RATLAM,0,"1,139,054","219,412"
2398.0,DAINIK BHASKAR RATLAM,HINDI,DAILY(M),RATLAM,"876,860","738,041","314,057"
2399.0,JANMAT TIMES,HINDI,WEEKLY,RATLAM,"26,257","12,549","4,865"
2400.0,PRASARAN,HINDI,DAILY(M),RATLAM,"353,650","751,009","200,731"
2401.0,RAJ EXPRESS,HINDI,DAILY(M),RATLAM,"739,720","2,625,818","820,936"
2402.0,SHAKAMBHARI DARPAN,HINDI,WEEKLY,RATLAM,0,"7,786","4,865"
2403.0,SHRADDHA TODAY,HINDI,MONTHLY,RATLAM,0,"4,151",0
2404.0,SINGHAM TIMES,HINDI,DAILY(E),RATLAM,"27,217","41,697","6,143"
2405.0,SWATANTRA ELAN,HINDI,DAILY(M),RATLAM,0,0,"6,143"
2406.0,ALOK,HINDI,DAILY(M),REWA,"422,941","249,936","62,707"
2407.0,BANDHVIYA BARTA,HINDI,WEEKLY,REWA,0,"6,496",0
2408.0,BHASKAR,HINDI,DAILY(M),REWA,0,0,"14,575"
2409.0,DAINIK JAGRAN,HINDI,DAILY(M),REWA,"18,295,991","9,394,712","6,114,010"
2410.0,JAN GHATNA,HINDI,DAILY(M),REWA,"181,987","70,409","50,120"
2411.0,KEERTI KRANTI,HINDI,DAILY(M),REWA,"33,814","93,674","89,354"
2412.0,KIRTI PRABHA,HINDI,DAILY(M),REWA,"22,336","41,071","116,001"
2413.0,MADHYA PRADESHJANSANDESH,HINDI,DAILY(M),REWA,"313,554","275,342","315,777"
2414.0,PRADESH TODAY,HINDI,DAILY(E),REWA,"633,555","744,462","473,873"
2415.0,RAJ EXPRESS,HINDI,DAILY(M),REWA,0,"724,805","277,561"
2416.0,SAHI KHABAR,HINDI,DAILY(M),REWA,0,0,"18,565"
2417.0,VINDHYA BHARAT,HINDI,DAILY(M),REWA,"2,597,036","1,320,804","205,200"
2418.0,ACHARAN,HINDI,DAILY(M),SAGAR,"184,018","87,868","51,936"
2419.0,CHANCHAL YATHARTH,HINDI,DAILY(M),SAGAR,"26,652",0,"6,143"
2420.0,DABANG DUNIA,HINDI,DAILY(M),SAGAR,0,0,"84,016"
2421.0,DAINIK BHASKAR,HINDI,DAILY(M),SAGAR,"1,620,771","1,284,766","460,275"
2422.0,DESHBANDHU,HINDI,DAILY(M),SAGAR,0,"69,294","87,297"
2423.0,JAY JANTANTRA,HINDI,WEEKLY,SAGAR,0,"10,348",0
2424.0,NAI DUNIA,HINDI,DAILY(M),SAGAR,"587,407","1,157,097","353,582"
2425.0,PRADESH TODAY,HINDI,DAILY(M),SAGAR,"255,447","227,580","263,467"
2426.0,SAGAR DINKAR,HINDI,WEEKLY,SAGAR,0,"6,496","4,865"
2427.0,SAGAR DINKAR,HINDI,DAILY(M),SAGAR,"192,370","151,141","23,533"
2428.0,SWADESH JYOTI,HINDI,DAILY(M),SAGAR,"951,617","457,551","159,300"
2429.0,ANDAZ E BAYAN,URDU,DAILY(M),SATNA,"44,833","191,990","32,113"
2430.0,DAINIK BHASKAR,HINDI,DAILY(M),SATNA,"2,488,679","2,509,928","743,519"
2431.0,DESH BANDHU,HINDI,DAILY(M),SATNA,0,"160,307","90,414"
2432.0,MADHYA PRADESHJANSANDESH,HINDI,DAILY(M),SATNA,"1,412,859","183,555","183,091"
2433.0,MARUTI EXPRESS,HINDI,DAILY(M),SATNA,"991,645","1,066,763","9,413"
2435.0,NAV SWADESH,HINDI,DAILY(M),SATNA,"197,636","678,033","190,355"
2436.0,PRADESH TODAY,HINDI,DAILY(M),SATNA,0,0,"45,071"
2437.0,RAJ EXPRESS,HINDI,DAILY(M),SATNA,"103,409","1,631,367","284,631"
2438.0,STAR SAMACHAR,HINDI,DAILY(M),SATNA,"59,459","370,697","237,511"
2439.0,JAGEER TIMES,HINDI,DAILY(M),SEHORE,"121,350","146,498","7,796"
2440.0,KSHITIJ KIRAN,HINDI,DAILY(M),SEHORE,"491,207","197,582","136,620"
2441.0,PRADESH TIMES SEHORE,HINDI,DAILY(M),SEHORE,"847,289","544,475","110,090"
2442.0,DAINIK DALSAGAR,HINDI,DAILY(M),SEONI,"324,966","175,003","90,355"
2443.0,JAILOK,HINDI,DAILY(E),SEONI,0,"139,324","94,861"
2444.0,SAMVAD KUNJ,HINDI,DAILY(M),SEONI,"28,276","15,360","4,541"
2445.0,SEONI YUG SHRESTH,HINDI,DAILY(M),SEONI,"614,123","301,827","124,754"
2446.0,KIRTI KRANTI,HINDI,DAILY(M),SHAHDOL,0,0,"12,714"
2447.0,DAINIK BHARTI,HINDI,DAILY(M),SHAHDOLE,"1,290,628","876,505","290,276"
2448.0,SAMAYA,HINDI,DAILY(M),SHAHDOLE,"1,583,522","1,212,505","261,410"
2449.0,AKSHAR VISHWA,HINDI,DAILY(M),SHAJAPUR,"65,368","222,044","27,316"
2450.0,BHARAT KA TEER,HINDI,DAILY(M),SHAJAPUR,"168,611","275,939","33,984"
2451.0,SHABD SANCHAR,HINDI,WEEKLY,SHAJAPUR,0,"7,786","4,865"
2452.0,SWADESH,HINDI,DAILY(M),SHAJAPUR,"220,988","345,978","109,731"
2453.0,DAINIK CHAMBAL SURKHI,HINDI,DAILY(M),SHEOPUR,"117,213","511,132","120,002"
2454.0,SATTA SUDHAR,HINDI,DAILY(M),SHEOPUR,"167,883","211,449","12,182"
2455.0,DHAKHAL,HINDI,FORTNIGHTLY,SHIVPURI,0,"7,786",0
2456.0,KRISHNA KI AWAZ,HINDI,WEEKLY,SHIVPURI,0,"7,789",0
2457.0,MADHYARAJYA,HINDI,DAILY(M),SHIVPURI,"1,044,106","585,535","210,600"
2458.0,SATTA SUDHAR,HINDI,DAILY(M),SHIVPURI,"185,378","321,978","110,744"
2459.0,SHRAM SADHANA,HINDI,DAILY(M),SHIVPURI,0,"18,580","42,038"
2460.0,TARUN SATTA,HINDI,DAILY(E),SHIVPURI,"346,461","218,490","7,107"
2461.0,SAMAYA,HINDI,DAILY(M),SIDHI,0,"19,712","9,413"
2462.0,SIDHI SANDESH,HINDI,WEEKLY,SIDHI,0,"10,348","6,467"
2463.0,VINDHYA TIGER,HINDI,DAILY(M),SIDHI,"217,331","219,070","6,143"
2464.0,DAINIK BHASKAR,HINDI,DAILY(M),SINGRAULI,"329,639","371,878","121,553"
2465.0,DAINIK KIRTI KRANTI,HINDI,DAILY(M),SINGRAULI,"539,122","221,292","148,600"
2466.0,HEERAVATI NEWS TIMES,HINDI,DAILY(M),SINGRAULI,"27,781","23,191","6,143"
2467.0,KAAL CHINTAN,HINDI,DAILY(M),SINGRAULI,"439,211",0,0
2468.0,VINDHYA BHARAT,HINDI,DAILY(M),SINGRAULI,"477,237","453,947","307,934"
2469.0,FAULADI KALAM,HINDI,DAILY(M),TIKAMGARH,"232,041","277,548","7,796"
2470.0,SHUBH BHARAT,HINDI,DAILY(M),TIKAMGARH,"224,361","144,777","28,376"
2471.0,AGNI DARSHAN,HINDI,DAILY(E),UJJAIN,"33,765","30,716","12,166"
2472.0,AGNI SAKSHI,HINDI,WEEKLY,UJJAIN,0,"7,786","6,467"
2473.0,AGNIBAN,HINDI,DAILY(E),UJJAIN,"894,534","1,520,846","447,102"
2474.0,AGNIPATH,HINDI,DAILY(M),UJJAIN,"225,398","587,509","185,535"
2475.0,AKSHAR MITRA,HINDI,FORTNIGHTLY,UJJAIN,0,"7,786","4,865"
2476.0,AKSHAR VISHVA,HINDI,DAILY(M),UJJAIN,"496,384","283,825","142,146"
2477.0,AWANTIKA,HINDI,DAILY(M),UJJAIN,"2,575,371","1,893,662","383,583"
2478.0,AWANTIKA HERALD,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2479.0,BEKHABARON KI KHABAR,HINDI,MONTHLY,UJJAIN,0,"67,725",0
2480.0,BHASMA AARTI,HINDI,WEEKLY,UJJAIN,0,"6,496","6,467"
2481.0,BRAHM DISHA,HINDI,MONTHLY,UJJAIN,0,"9,963","14,689"
2482.0,BRAHM SAMNVAY,HINDI,MONTHLY,UJJAIN,0,"5,433","6,791"
2483.0,CHIRANTAN,HINDI,DAILY(M),UJJAIN,0,"115,724","7,796"
2484.0,DABANG DUNIA,HINDI,DAILY(M),UJJAIN,"4,762,218","1,044,815","589,148"
2485.0,DAINIK BHASKAR,HINDI,DAILY(M),UJJAIN,"1,527,227","978,980","621,410"
2486.0,DAWOODI TIMES,HINDI,WEEKLY,UJJAIN,0,"5,616","4,865"
2487.0,DOPAHAR,HINDI,DAILY(M),UJJAIN,"317,045","149,456","14,575"
2488.0,FIR EK NAI DUNIA,HINDI,FORTNIGHTLY,UJJAIN,0,"10,348","6,467"
2489.0,HINDKUSH,HINDI,DAILY(M),UJJAIN,0,"29,523","12,166"
2490.0,JAMIATUL MANSUR,HINDI,MONTHLY,UJJAIN,0,"8,302","5,189"
2491.0,JAN SAMRTHAN,HINDI,WEEKLY,UJJAIN,0,"7,786","4,865"
2492.0,KARMYAGYA,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2493.0,LOK LAKSHYA,HINDI,DAILY(M),UJJAIN,0,0,"6,143"
2494.0,MADHYANCHAL,HINDI,DAILY(M),UJJAIN,"829,314","1,245,789","337,579"
2495.0,MAHAKAL DARSHAN,HINDI,WEEKLY,UJJAIN,0,"10,348","6,467"
2496.0,MAHAKAL GARJAN,HINDI,WEEKLY,UJJAIN,0,"6,496",0
2497.0,MALAV KRANTI,HINDI,DAILY(M),UJJAIN,"149,886","211,632","87,740"
2498.0,MALI MANTHAN,HINDI,MONTHLY,UJJAIN,0,"10,422","6,514"
2499.0,MALWA HERALD,HINDI,DAILY(M),UJJAIN,0,0,"18,445"
2500.0,MATI KI MAHIMA,HINDI,DAILY(E),UJJAIN,"191,673","369,984","48,689"
2502.0,NAGAR CHARCHA,HINDI,WEEKLY,UJJAIN,0,0,"16,193"
2503.0,NAMCHIN,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2504.0,NAYA NAZARIYA,URDU,DAILY(M),UJJAIN,"229,334","83,838","24,693"
2505.0,NIRNAYAK,HINDI,DAILY(M),UJJAIN,0,"192,282","18,641"
2506.0,PRADESH TODAY,HINDI,DAILY(M),UJJAIN,"946,069","1,810,748","335,863"
2507.0,PRAJADOOT,HINDI,DAILY(M),UJJAIN,"1,188,952","796,799","322,535"
2508.0,QAUMI INQUILAB,URDU,WEEKLY,UJJAIN,0,"7,786","4,865"
2509.0,RAJ EXPRESS,HINDI,DAILY(M),UJJAIN,"265,599","1,635,952","502,899"
2510.0,RAJ PUROHIT PARISHAD,HINDI,MONTHLY,UJJAIN,0,"10,422","6,514"
2511.0,SAHARA SHIKHAR,HINDI,MONTHLY,UJJAIN,0,"13,728","8,579"
2512.0,SAMIR DARSHAN,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2513.0,SARYU PARIVAR,HINDI,MONTHLY,UJJAIN,0,"10,422","6,514"
2514.0,SHASHWAT BHARTI,HINDI,MONTHLY,UJJAIN,0,"78,303","21,156"
2515.0,SHILA SAMACHAR,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2516.0,SHIPRA KE SWAR,HINDI,DAILY(M),UJJAIN,"253,752","333,925","194,375"
2517.0,SHUKRAWAR DARPAN,HINDI,FORTNIGHTLY,UJJAIN,0,"3,893","4,865"
2518.0,SUBHASHINI LEHAR,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2519.0,UJJAIN DOOT,HINDI,WEEKLY,UJJAIN,0,"6,496",0
2520.0,UJJAIN DREAMS,HINDI,DAILY(M),UJJAIN,0,"27,141","6,143"
2521.0,UJJAIN KI HALCHAL,HINDI,WEEKLY,UJJAIN,0,"10,348","6,467"
2522.0,UJJAIN SANDIPANI,HINDI,DAILY(E),UJJAIN,"15,061","32,170","28,607"
2523.0,UJJAINYANI WARTA,HINDI,FORTNIGHTLY,UJJAIN,0,"7,786","4,865"
2524.0,VIKRAM DARSHAN,HINDI,DAILY(M),UJJAIN,"53,766","113,546","105,757"
2525.0,VIKRAMDITYA TIMES,HINDI,WEEKLY,UJJAIN,0,"7,786",0
2526.0,VIKRANT BHAIRAV DARSHAN,HINDI,WEEKLY,UJJAIN,0,"10,348","8,750"
2527.0,VINAY UJALA,HINDI,DAILY(M),UJJAIN,0,"69,902","18,497"
2528.0,BANDHAV BHOOMI,HINDI,DAILY(M),UMARIYA,"152,758","106,823","6,143"
2529.0,JAN DUNIYA,HINDI,DAILY(M),UMARIYA,"300,295","181,992","18,429"
2530.0,UMARIYA KHABAR,HINDI,DAILY(M),UMARIYA,"275,181","514,751","166,136"
2531.0,JAGEER TIMES,HINDI,DAILY(M),VIDISHA,"108,359","122,096","45,288"
2532.0,NEER SINDHU,HINDI,DAILY(E),VIDISHA,"17,501","25,620","4,541"
2533.0,PRADESH KI HALCHAL,HINDI,DAILY(M),VIDISHA,"334,070","511,762","169,634"
2534.0,PRADESH TIMES,HINDI,DAILY(M),VIDISHA,"1,678,310","906,639","136,446"
2535.0,SAHI KHABAR,HINDI,DAILY(M),VIDISHA,0,0,"6,143"
2536.0,VIDROHI DHARA,HINDI,DAILY(M),VIDISHA,"613,425","487,576","175,319"
2537.0,LOKMANTHAN,MARATHI,DAILY(M),AHMEDNAGAR,"21,318","194,417",0
2538.0,LOKMAT,MARATHI,DAILY(M),AHMEDNAGAR,"191,010","1,346,143","314,119"
2539.0,LOKSATTA,MARATHI,DAILY(M),AHMEDNAGAR,"873,782","709,005","118,229"
2540.0,MAHARASHTRA TIMES,MARATHI,DAILY(M),AHMEDNAGAR,"126,033","252,726","28,714"
2541.0,PUNYA NAGARI,MARATHI,DAILY(M),AHMEDNAGAR,"1,213,764","779,002","352,170"
2542.0,SARWAMAT,MARATHI,DAILY(M),AHMEDNAGAR,"26,952","329,126","39,957"
2543.0,DAILY DESHONNATI,MARATHI,DAILY(M),AKOLA,"10,991,978","6,883,895","2,799,988"
2544.0,DAINIK BHASKAR,HINDI,DAILY(M),AKOLA,"188,708","286,836","76,426"
2545.0,DIVYA MARATHI,MARATHI,DAILY(M),AKOLA,"245,092","299,430","60,027"
2546.0,LOKMAT,MARATHI,DAILY(M),AKOLA,"1,494,539","1,024,162","339,259"
2547.0,LOKMAT SAMACHAR,HINDI,DAILY(M),AKOLA,"729,939","396,731","105,131"
2548.0,MAHASAGAR AKOLA,MARATHI,DAILY(M),AKOLA,"22,852","58,433","4,541"
2549.0,MATRU-BHUMI,MARATHI,DAILY(M),AKOLA,"87,899","16,173",0
2550.0,PUNYANAGARI,MARATHI,DAILY(M),AKOLA,"153,549","214,298","83,670"
2551.0,TARUN  BHARAT,MARATHI,DAILY(M),AKOLA,0,0,"17,921"
2552.0,BATMIPATRA,MARATHI,DAILY(M),AMRAVATI,"322,070","211,763","70,250"
2553.0,BHARAT KI AAN-BAN,HINDI,DAILY(M),AMRAVATI,0,0,"6,143"
2554.0,BHARAT VANDANA,HINDI,WEEKLY,AMRAVATI,0,"5,174",0
2555.0,DAINIK HINDUSTHAN,MARATHI,DAILY(M),AMRAVATI,"93,157","297,067","94,877"
2556.0,LOKPATH,MARATHI,DAILY(E),AMRAVATI,0,0,"6,143"
2557.0,MATHRUBHUMI,MARATHI,DAILY(M),AMRAVATI,"432,923","44,076",0
2558.0,NIRBHAY SANCHAR,MARATHI,DAILY(M),AMRAVATI,"180,198","63,960","46,125"
2559.0,PARIVARTAN SAMACHAR,MARATHI,DAILY(M),AMRAVATI,"83,923","2,890",0
2560.0,PRATIDIN AKHABAR,HINDI,DAILY(M),AMRAVATI,"76,672",0,0
2561.0,PUNYA NAGARI,MARATHI,DAILY(M),AMRAVATI,"503,414","371,117","121,917"
2562.0,UDAYACHI BAAT,MARATHI,DAILY(E),AMRAVATI,"220,157","116,389","35,870"
2563.0,UTHATHEO,MARATHI,WEEKLY,AMRAVATI,0,"7,786","3,507"
2564.0,VIDARBHA MATADAR,MARATHI,DAILY(M),AMRAVATI,"268,781","830,860","397,967"
2565.0,AAPLA SANJ SAHYADRI TIMES,MARATHI,DAILY(E),AURANGABAD,0,0,"6,143"
2566.0,AURANGABAD TIMES,URDU,DAILY(M),AURANGABAD,"424,286","143,583","36,103"
